W_REGN,W_PROV,SEQ_NO,FSIZE,TOINC,COFFEE,COCOA,FOOD_OUTSIDE,TOTEX
13,39,105930,4.0,369476.0,5475.0,0.0,81565.0,260720.0
13,39,105931,5.5,398060.0,3215.0,0.0,114000.0,376312.0
13,39,105932,2.0,174500.0,5475.0,0.0,10400.0,162675.0
13,39,105933,7.5,472000.0,10956.0,0.0,161600.0,409740.0
13,39,105934,11.0,820320.0,10950.0,0.0,238080.0,602396.0
13,39,105935,2.0,182200.0,5475.0,0.0,21350.0,118953.0
13,39,105936,4.0,406000.0,5294.0,0.0,53710.0,274522.0
13,39,105937,4.0,441350.0,6300.0,0.0,68470.0,270824.0
13,39,105938,4.0,315700.0,8190.0,0.0,75205.0,311086.0
13,39,105939,5.0,352040.0,2760.0,0.0,41510.0,243975.0
13,39,105940,4.0,253196.0,2760.0,0.0,48050.0,231128.0
13,39,105941,4.0,324500.0,2940.0,0.0,60080.0,304011.0
13,39,105942,2.0,287200.0,2760.0,0.0,46750.0,271678.0
13,39,105943,2.0,93690.0,5495.0,0.0,400.0,92316.0
13,39,105944,4.0,388400.0,5475.0,90.0,48360.0,239797.0
13,39,105945,5.0,263300.0,5475.0,0.0,70180.0,250303.0
13,39,105946,8.5,555120.0,8190.0,0.0,176700.0,454927.0
13,39,105947,3.0,177460.0,3625.0,0.0,16900.0,154409.0
13,39,105948,5.0,620050.0,7828.0,0.0,48800.0,458449.0
13,39,105949,4.5,400260.0,5475.0,0.0,100880.0,320450.0
13,39,105950,2.5,287900.0,5475.0,0.0,57265.0,264955.0
13,39,105951,4.0,130997.0,390.0,0.0,37960.0,130632.0
13,39,105952,5.0,315920.0,10120.0,0.0,103300.0,290359.0
13,39,105953,3.0,455840.0,5475.0,0.0,65000.0,257660.0
13,39,105954,10.0,834440.0,3488.0,0.0,221650.0,632988.0
13,39,105955,2.0,310400.0,2715.0,0.0,36200.0,176935.0
13,39,105956,4.0,375620.0,5475.0,0.0,89700.0,278750.0
13,39,105957,9.0,319336.0,5475.0,0.0,60600.0,326515.0
13,39,105958,3.5,266040.0,5475.0,0.0,23400.0,215642.0
13,39,105959,3.0,208931.0,2353.0,0.0,32220.0,212124.0
13,39,105960,7.5,667566.0,2788.0,0.0,147430.0,530416.0
13,39,105961,6.0,271081.0,5113.0,0.0,45050.0,269747.0
13,39,105962,3.5,195396.0,1404.0,0.0,62120.0,186545.0
13,39,105963,4.5,277481.0,7466.0,0.0,37440.0,272825.0
13,39,105964,5.5,230451.0,7873.0,0.0,54600.0,231553.0
13,39,105965,3.0,206966.0,5083.0,0.0,30680.0,193796.0
13,39,105966,8.0,795441.0,14710.0,0.0,132080.0,580995.0
13,39,105967,12.0,522411.0,10206.0,0.0,104080.0,450256.0
13,39,105968,4.0,202017.0,3744.0,0.0,31460.0,196334.0
13,39,105969,4.0,530518.0,1300.0,5092.0,62970.0,420815.5
13,39,105970,3.5,185810.0,338.0,0.0,10550.0,181265.0
13,39,105971,5.0,235831.0,5288.0,1810.0,17920.0,226910.0
13,39,105972,4.0,175569.0,715.0,0.0,11900.0,170795.0
13,39,105973,7.0,239126.0,2392.0,0.0,43940.0,219650.0
13,39,105974,4.0,173500.0,4745.0,3077.0,10860.0,171027.0
13,39,105975,1.0,279076.0,5107.0,0.0,7600.0,174854.0
13,39,105976,4.0,203491.0,3378.0,0.0,11800.0,190390.0
13,39,105977,5.0,208106.0,4745.0,1810.0,19000.0,204842.0
13,39,105978,3.0,209259.0,7436.0,780.0,11900.0,196058.0
13,39,105979,6.0,267751.0,7822.0,0.0,12480.0,258877.0
13,39,105980,2.0,183465.0,4745.0,0.0,2400.0,154695.0
13,39,105981,3.0,146196.0,2392.0,338.0,20480.0,144594.0
13,39,105982,4.0,177076.0,3112.0,1810.0,10140.0,172773.0
13,39,105983,2.0,134498.0,7059.0,0.0,26210.0,154353.0
13,39,105984,5.5,214090.0,4745.0,0.0,1300.0,207829.5
13,39,105985,1.0,58700.0,5475.0,0.0,25430.0,70464.0
13,39,105986,7.0,431841.0,5083.0,266.0,119600.0,397470.0
13,39,105987,8.0,282675.0,5113.0,0.0,69940.0,267878.0
13,39,105988,6.0,234211.0,3390.0,266.0,46720.0,257727.0
13,39,105989,8.0,444671.0,6118.0,0.0,134560.0,433359.0
13,39,105990,2.0,101365.0,2964.0,0.0,8580.0,99520.0
13,39,105991,6.0,411591.0,7813.0,0.0,77680.0,348640.0
13,39,105992,9.0,955081.0,15249.0,0.0,132470.0,669825.0
13,39,105993,6.0,513276.0,7873.0,0.0,15600.0,474716.0
13,39,105994,5.0,229631.0,2743.0,0.0,53300.0,231615.0
13,39,105995,3.0,168119.0,5113.0,0.0,29770.0,167966.0
13,39,105996,4.0,277146.0,5083.0,0.0,23400.0,256383.0
13,39,105997,6.0,414885.0,5113.0,0.0,102940.0,385226.0
13,39,105998,3.0,509013.0,4320.0,0.0,22100.0,414118.0
13,39,105999,4.5,427619.0,5213.0,0.0,45500.0,332698.0
13,39,106000,6.0,525181.0,8235.0,260.0,93260.0,534023.0
13,39,106001,5.0,261219.0,5475.0,120.0,64500.0,258689.0
13,39,106002,6.0,372759.0,8235.0,260.0,105300.0,339224.0
13,39,106003,3.5,206389.0,2760.0,0.0,26000.0,159690.0
13,39,106004,7.5,603144.0,4535.0,208.0,152920.0,542513.0
13,39,106005,8.5,512204.0,8235.0,260.0,160340.0,480793.0
13,39,106006,6.5,497244.0,5294.0,0.0,94130.0,482945.0
13,39,106007,7.0,507219.0,5520.0,1040.0,77670.0,464334.0
13,39,106008,5.0,650024.0,660.0,720.0,66700.0,573922.0
13,39,106009,5.0,294594.0,4342.0,120.0,37760.0,287191.0
13,39,106010,4.0,342739.0,390.0,260.0,89180.0,277148.0
13,39,106011,8.5,374709.0,780.0,520.0,79300.0,354187.0
13,39,106012,5.0,271104.0,762.0,120.0,14300.0,269594.0
13,39,106013,4.5,349145.0,5294.0,125.0,67900.0,274882.0
13,39,106014,11.0,684953.0,7747.0,4416.0,202800.0,563606.0
13,39,106015,2.0,144594.0,1170.0,0.0,36950.0,147546.0
13,39,106016,5.5,399704.0,2760.0,60.0,13000.0,363466.0
13,39,106017,1.0,200259.0,5656.0,120.0,900.0,140930.0
13,39,106018,8.0,1043684.0,9410.0,120.0,143900.0,593608.0
13,39,106019,5.0,352699.0,3718.0,0.0,84550.0,300591.0
13,39,106020,2.5,404706.0,7566.0,300.0,65000.0,342297.0
13,39,106021,3.0,355135.0,1517.0,0.0,24100.0,288047.0
13,39,106022,2.5,366603.0,3992.0,390.0,20400.0,288344.0
13,39,106023,3.0,312413.0,2803.0,1300.0,71400.0,253412.0
13,39,106024,1.0,330633.0,2715.0,0.0,34000.0,302242.0
13,39,106025,2.5,300096.0,3420.0,390.0,42000.0,219128.0
13,39,106026,3.5,205248.0,4564.0,0.0,25200.0,201266.0
13,39,106027,1.5,203697.0,2576.0,1840.0,10800.0,215571.0
13,39,106028,2.5,297766.0,2925.0,567.0,34050.0,290986.0
13,39,106029,4.0,501061.0,4173.0,0.0,108000.0,338193.0
13,39,106030,4.0,519829.0,2949.0,1716.0,51000.0,345770.0
13,39,106031,4.5,431220.0,7135.0,0.0,45560.0,425863.0
13,39,106032,2.0,647720.0,6330.0,0.0,19700.0,587872.5
13,39,106033,3.5,617364.0,9185.0,1810.0,26020.0,421530.0
13,39,106034,4.0,680222.0,4858.0,0.0,6000.0,490088.75
13,39,106035,3.5,259380.0,3273.0,0.0,3000.0,270558.0
13,39,106036,3.0,268000.0,4540.0,0.0,42700.0,228729.68
13,39,106037,3.5,588550.0,5681.0,0.0,15360.0,480348.0
13,39,106038,4.0,468571.0,4074.0,0.0,79148.0,399192.0
13,39,106039,3.0,238675.0,3262.0,432.0,27020.0,200283.0
13,39,106040,3.5,766915.0,6094.0,0.0,0.0,463519.0
13,39,106041,4.0,480900.0,2353.0,0.0,64800.0,411208.0
13,39,106042,1.0,117925.0,1810.0,0.0,22500.0,101904.0
13,39,106043,7.0,412740.0,4570.0,0.0,99500.0,318573.0
13,39,106044,5.0,379755.0,3687.0,2925.0,123840.0,348538.0
13,39,106045,1.5,162315.0,260.0,0.0,66700.0,162405.0
13,39,106046,4.5,443650.0,2172.0,0.0,49320.0,345283.0
13,39,106047,4.5,608000.0,3252.0,0.0,45000.0,589808.75
13,39,106048,6.5,303305.0,9140.0,0.0,83000.0,295545.0
13,39,106049,4.0,371889.0,688.0,90.0,57400.0,341774.8
13,39,106050,7.5,576315.0,2574.0,0.0,158000.0,506210.75
13,39,106051,7.0,274358.0,2898.0,0.0,117800.0,257683.5
13,39,106052,5.0,303472.0,1991.0,3614.0,10400.0,306288.0
13,39,106053,4.0,269145.0,2010.0,0.0,9360.0,269552.0
13,39,106054,8.0,519300.0,8346.0,2353.0,90900.0,479993.0
13,39,106055,4.5,552444.0,5174.0,2353.0,39800.0,479647.0
13,39,106056,5.5,307472.0,2257.0,0.0,70840.0,308016.0
13,39,106057,3.5,401037.0,2106.0,0.0,46800.0,257450.0
13,39,106058,6.0,334200.0,2855.0,2808.0,49200.0,340289.0
13,39,106059,3.0,1250954.0,3310.0,0.0,55800.0,940309.0
13,39,106060,6.0,985306.0,7250.0,0.0,100000.0,561849.0
13,39,106061,1.0,151370.0,2810.0,0.0,17910.0,131742.0
13,39,106062,3.0,383545.0,1950.0,0.0,27230.0,269512.0
13,39,106063,4.0,381003.0,1794.0,0.0,48400.0,273775.5
13,39,106064,5.0,536964.0,3640.0,600.0,52140.0,423560.0
13,39,106065,4.0,1083196.0,8151.0,3120.0,56610.0,829463.0
13,39,106066,4.0,214378.0,5213.0,0.0,24680.0,228722.0
13,39,106067,4.5,357545.0,0.0,630.0,37600.0,330128.0
13,39,106068,3.0,501489.0,2015.0,1430.0,46300.0,419473.0
13,39,106069,1.0,157415.0,1092.0,0.0,19960.0,123753.0
13,39,106070,2.0,640864.0,2431.0,0.0,9500.0,372823.0
13,39,106071,4.5,241599.0,4166.0,0.0,11750.0,263239.0
13,39,106072,6.0,688966.0,3315.0,0.0,103040.0,588254.5
13,39,106073,4.5,663521.0,4693.0,600.0,96360.0,534702.0
13,39,106074,2.0,250572.0,1820.0,520.0,15300.0,202412.0
13,39,106075,3.0,832104.0,1820.0,630.0,9000.0,754423.0
13,39,106076,3.0,773126.0,1908.0,1365.0,22800.0,574175.0
13,39,106077,4.0,538533.0,3094.0,0.0,79380.0,449762.0
13,39,106078,6.5,1275429.0,2543.0,1390.0,90500.0,1039561.0
13,39,106079,9.5,617618.0,15140.0,3882.0,89300.0,611149.0
13,39,106080,5.5,498034.0,17363.0,2208.0,52425.0,474357.0
13,39,106081,5.0,376903.0,2626.0,1890.0,44200.0,375280.0
13,39,106082,3.0,351688.0,5110.0,0.0,58990.0,320081.0
13,39,106083,1.0,262813.5,2295.0,0.0,15450.0,178263.5
13,39,106084,5.0,344878.0,7324.0,180.0,64310.0,296208.0
13,39,106085,3.0,227650.0,4450.0,338.0,19760.0,221669.5
13,39,106086,5.0,514640.0,1378.0,728.0,161100.0,498265.0
13,39,106087,5.0,399600.0,19638.0,780.0,18460.0,394562.0
13,39,106088,5.0,474050.0,4860.0,3900.0,81900.0,434944.0
13,39,106089,4.5,316625.0,9858.0,0.0,14700.0,270787.0
13,39,106090,3.5,302014.0,12172.0,1629.0,19200.0,288185.0
13,39,106091,3.0,224324.0,0.0,0.0,7800.0,222410.0
13,39,106092,6.0,219018.0,1596.0,0.0,15910.0,207456.0
13,39,106093,5.0,208286.0,0.0,0.0,26000.0,198700.0
13,39,106094,2.5,116961.0,5110.0,0.0,30600.0,130392.0
13,39,106095,3.0,151565.0,7994.0,0.0,26520.0,152489.0
13,39,106096,3.0,128024.0,2743.0,0.0,17280.0,126607.0
13,39,106097,5.0,210858.0,2924.0,0.0,88000.0,208183.0
13,39,106098,3.0,161160.0,7692.0,624.0,20800.0,159948.0
13,39,106099,5.0,132529.0,1647.0,0.0,40560.0,154910.0
13,39,106100,3.0,66191.0,1647.0,0.0,23400.0,86482.0
13,39,106101,4.0,204435.0,5475.0,0.0,61100.0,202873.0
13,39,106102,5.5,163585.0,5475.0,0.0,28210.0,181375.0
13,39,106103,6.0,197984.0,2743.0,260.0,56950.0,212498.0
13,39,106104,4.5,312560.0,0.0,1716.0,55905.0,260273.0
13,39,106105,6.0,278466.0,5656.0,0.0,70650.0,250117.0
13,39,106106,3.0,136350.0,2190.0,0.0,66530.0,137390.0
13,39,106107,2.0,139300.0,5294.0,0.0,38740.0,138322.0
13,39,106108,6.0,239900.0,3665.0,0.0,73040.0,240224.0
13,39,106109,6.0,176000.0,2106.0,0.0,49010.0,192696.0
13,39,106110,3.0,370426.0,15864.0,3846.0,10560.0,334784.0
13,39,106111,7.5,563838.0,5040.0,0.0,84920.0,394197.36
13,39,106112,5.0,330188.0,16878.0,2040.0,42500.0,308015.0
13,39,106113,4.0,236850.0,4710.0,0.0,47220.0,229341.0
13,39,106114,4.0,160754.0,1508.0,0.0,7800.0,183478.0
13,39,106115,3.5,204500.0,4580.0,0.0,19000.0,193172.0
13,39,106116,3.0,292170.0,3696.0,1980.0,13500.0,255999.0
13,39,106117,2.0,231600.0,5308.0,0.0,0.0,201111.0
13,39,106118,8.5,411600.0,6560.0,0.0,28600.0,409959.0
13,39,106119,5.0,361110.0,3480.0,0.0,30900.0,337168.0
13,39,106120,4.5,451774.0,5294.0,60.0,71240.0,367932.0
13,39,106121,4.5,381504.0,6018.0,0.0,110980.0,305140.0
13,39,106122,4.0,225094.0,1170.0,0.0,30680.0,223246.0
13,39,106123,5.0,377745.0,3846.0,0.0,92900.0,337044.0
13,39,106124,4.0,242104.0,3105.0,650.0,59360.0,236374.0
13,39,106125,6.5,305424.0,3303.0,0.0,86350.0,302532.0
13,39,106126,4.5,276729.0,5113.0,0.0,43810.0,240810.0
13,39,106127,5.0,360123.0,5113.0,0.0,57200.0,313533.0
13,39,106128,2.0,173190.0,1810.0,0.0,12880.0,168581.0
13,39,106129,6.0,303711.0,2760.0,0.0,108480.0,297785.0
13,39,106130,6.5,511542.0,4290.0,0.0,86530.0,395213.0
13,39,106131,5.0,375931.0,390.0,0.0,47240.0,474011.0
13,39,106132,5.0,292124.0,5475.0,0.0,76700.0,286355.0
13,39,106133,4.0,407700.0,5430.0,0.0,28550.0,330374.0
13,39,106134,7.0,369135.0,5294.0,1144.0,68770.0,362576.0
13,39,106135,3.5,174907.0,0.0,2353.0,28280.0,173090.0
13,39,106136,7.5,530545.0,7018.0,4018.0,61750.0,528032.0
13,39,106137,8.0,389060.0,8190.0,0.0,61300.0,386874.0
13,39,106138,5.5,287108.0,4745.0,0.0,40820.0,285099.0
13,39,106139,4.0,578661.0,5113.0,0.0,58000.0,338996.0
13,39,106140,2.0,291699.0,5113.0,0.0,49440.0,252389.0
13,39,106141,6.5,316356.0,10166.0,0.0,68660.0,315926.0
13,39,106142,5.0,458351.0,5711.0,0.0,67470.0,378387.0
13,39,106143,3.0,246731.0,4745.0,0.0,40040.0,169413.0
13,39,106144,5.5,886114.0,5000.0,3303.0,72750.0,605874.0
13,39,106145,3.0,1026694.0,3820.0,550.0,43000.0,765815.0
13,39,106146,4.5,493708.0,12754.0,5391.0,51550.0,480285.0
13,39,106147,3.0,256788.0,6540.0,1456.0,12200.0,250182.0
13,39,106148,5.0,735229.0,10582.0,3965.0,84560.0,529807.0
13,39,106149,3.5,965710.0,1902.0,0.0,73220.0,641014.0
13,39,106150,4.0,488555.0,9858.0,354.0,65930.0,404992.0
13,39,106151,2.0,239722.0,3223.0,5650.0,31190.0,230404.0
13,39,106152,8.5,1039270.0,3164.0,640.0,72940.0,957314.0
13,39,106153,4.0,391426.0,5572.0,2243.0,63580.0,381390.0
13,39,106154,6.0,296488.0,4929.0,9484.0,26700.0,323662.0
13,39,106155,4.0,375480.0,935.0,4923.0,42840.0,342619.0
13,39,106156,2.0,571718.0,1675.0,0.0,27100.0,549091.0
13,39,106157,6.0,720581.0,1374.0,58.0,67820.0,583486.0
13,39,106158,5.0,395504.0,1532.0,936.0,66880.0,375706.0
13,39,106159,4.0,904212.0,2262.0,3040.0,62400.0,658881.0
13,39,106160,5.0,910673.0,1528.0,735.0,61300.0,722252.0
13,39,106161,4.5,260053.0,7686.0,585.0,57530.0,256314.0
13,39,106162,2.0,218257.0,2801.0,0.0,11200.0,186067.0
13,39,106163,3.0,279399.0,3668.0,6446.0,38630.0,258417.5
13,39,106164,2.0,328891.0,5110.0,0.0,66850.0,278186.0
13,39,106165,11.0,364606.0,10140.0,0.0,46155.0,354217.5
13,39,106166,5.5,473650.0,825.0,0.0,47600.0,407572.0
13,39,106167,2.0,213920.0,0.0,0.0,13200.0,176249.0
13,39,106168,5.0,403018.0,17186.0,0.0,99950.0,397039.0
13,39,106169,2.0,263700.0,3328.0,0.0,13300.0,225006.4
13,39,106170,4.0,395858.0,12172.0,0.0,38620.0,374292.0
13,39,106171,6.0,1014085.0,7956.0,0.0,34600.0,605716.0
13,39,106172,4.0,483270.0,3672.0,0.0,13800.0,396240.5
13,39,106173,3.0,249400.0,4450.0,0.0,15600.0,220863.0
13,39,106174,5.0,276020.0,9048.0,0.0,19480.0,274331.0
13,39,106175,3.0,308200.0,5006.0,0.0,52260.0,260937.0
13,39,106176,6.0,355666.0,7137.0,0.0,57460.0,326729.0
13,39,106177,2.0,254629.0,4745.0,0.0,31600.0,171021.0
13,39,106178,5.0,406016.0,0.0,0.0,28310.0,332891.0
13,39,106179,5.0,293129.0,2208.0,2880.0,34800.0,287067.0
13,39,106180,1.0,152514.0,4745.0,3650.0,36320.0,128900.0
13,39,106181,2.0,357812.0,4929.0,0.0,54500.0,280545.0
13,39,106182,4.0,201939.0,4745.0,0.0,40440.0,197563.0
13,39,106183,4.0,671001.0,0.0,0.0,46660.0,345179.0
13,39,106184,5.0,405969.0,4561.0,0.0,43600.0,339313.0
13,39,106185,5.0,287839.0,4602.0,0.0,23800.0,288652.0
13,39,106186,2.0,178013.0,2665.0,0.0,58680.0,126654.0
13,39,106187,3.0,352304.0,2208.0,0.0,19380.0,264678.0
13,39,106188,5.0,828431.0,3627.0,0.0,53500.0,629291.0
13,39,106189,1.0,168131.0,0.0,0.0,48400.0,130646.0
13,39,106190,6.0,241369.0,4561.0,0.0,28210.0,240189.0
13,39,106191,4.0,229119.0,2208.0,0.0,30000.0,219311.0
13,39,106192,5.5,67838.0,2208.0,0.0,37640.0,388727.0
13,39,106193,3.0,262304.0,4561.0,0.0,16120.0,230731.0
13,39,106194,5.0,448234.0,715.0,0.0,38900.0,259565.0
13,39,106195,4.0,428971.0,2208.0,1810.0,20000.0,356961.0
13,39,106196,6.5,643538.0,5659.0,0.0,27720.0,582703.0
13,39,106197,3.0,603475.0,9444.0,0.0,28600.0,360870.0
13,39,106198,8.5,854535.0,2400.0,0.0,31200.0,608387.0
13,39,106199,5.5,190799.0,2595.0,170.0,13520.0,185858.0
13,39,106200,7.0,468327.0,1481.0,1184.0,60600.0,322199.5
13,39,106201,2.0,133135.0,1287.0,0.0,8840.0,130081.0
13,39,106202,5.0,503154.0,2322.0,0.0,8400.0,417566.0
13,39,106203,5.5,495700.0,3075.0,0.0,37560.0,358975.0
13,39,106204,5.5,500807.0,12305.0,0.0,94020.0,377236.0
13,39,106205,7.5,639320.0,2790.0,0.0,56000.0,280789.0
13,39,106206,9.0,681196.0,3055.0,0.0,33800.0,588147.0
13,39,106207,3.5,211087.0,403.0,0.0,25170.0,204295.5
13,39,106208,7.0,548681.0,3042.0,0.0,43720.0,411875.0
13,39,106209,7.0,206827.0,2580.0,0.0,23400.0,184443.0
13,39,106210,6.0,414838.0,5595.0,60.0,65480.0,331327.0
13,39,106211,7.0,333708.0,1488.0,0.0,41080.0,234363.0
13,39,106212,3.0,295980.0,403.0,0.0,24600.0,285194.0
13,39,106213,6.0,258987.0,2115.0,0.0,55900.0,257758.0
13,39,106214,5.0,494398.0,3570.0,0.0,36880.0,412370.0
13,39,106215,5.0,474780.0,852.0,0.0,59360.0,428166.0
13,39,106216,4.0,252173.0,5627.0,0.0,20280.0,238802.0
13,39,106217,8.0,419509.0,130.0,0.0,26400.0,358337.0
13,39,106218,3.0,213298.0,3302.0,0.0,26000.0,213928.0
13,39,106219,6.0,478018.0,5115.0,0.0,88760.0,461201.0
13,39,106220,6.0,499915.0,2665.0,0.0,66600.0,347127.25
13,39,106221,5.0,384188.0,1859.0,0.0,16900.0,284064.5
13,39,106222,1.5,77530.0,195.0,0.0,19500.0,69671.0
13,39,106223,7.0,249556.0,3885.0,728.0,53460.0,318613.0
13,39,106224,5.0,444796.0,3073.0,0.0,87780.0,408337.0
13,39,106225,3.0,348100.0,2002.0,0.0,32980.0,316006.0
13,39,106226,9.0,591048.0,598.0,364.0,100750.0,531334.0
13,39,106227,4.0,538948.0,7423.0,0.0,46760.0,492244.0
13,39,106228,7.0,355730.0,9339.0,3620.0,58320.0,361557.0
13,39,106229,3.0,391368.0,5265.0,1810.0,54250.0,355842.0
13,39,106230,6.0,413163.0,6248.0,0.0,77610.0,402156.0
13,39,106231,6.0,286382.0,3592.0,0.0,66100.0,342908.2
13,39,106232,5.0,274803.0,4667.0,988.0,59996.0,271629.88
13,39,106233,3.0,193081.0,6380.0,0.0,27030.0,196442.25
13,39,106234,4.0,543077.0,4929.0,0.0,82100.0,617618.0
13,39,106235,1.0,86061.0,864.0,0.0,2430.0,110492.0
13,39,106236,3.0,231548.0,3602.0,0.0,1560.0,281433.5
13,39,106237,3.0,671120.0,6522.0,0.0,95800.0,454966.0
13,39,106238,6.0,423579.0,2892.0,0.0,95420.0,341674.0
13,39,106239,4.0,253515.0,6196.0,780.0,18760.0,252098.5
13,39,106240,5.5,277340.0,7822.0,832.0,18330.0,282491.5
13,39,106241,3.0,193305.0,3336.0,286.0,10270.0,202561.0
13,39,106242,4.0,392889.0,8006.0,0.0,39000.0,373646.0
13,39,106243,4.0,304533.0,2382.0,0.0,57700.0,232915.0
13,39,106244,4.0,289930.0,2626.0,780.0,74750.0,249833.0
13,39,106245,10.5,675490.0,13436.0,0.0,133170.0,573767.0
13,39,106246,3.0,421480.0,5180.0,0.0,60000.0,354651.0
13,39,106247,4.0,302000.0,3720.0,720.0,52000.0,331136.0
13,39,106248,7.5,424440.0,3172.0,45.0,97020.0,400484.0
13,39,106249,5.5,387416.0,8911.0,216.0,53000.0,394444.0
13,39,106250,2.0,181000.0,1092.0,2160.0,300.0,187668.0
13,39,106251,5.0,322080.0,3640.0,0.0,44200.0,332074.0
13,39,106252,8.0,464640.0,4004.0,0.0,79210.0,472218.0
13,39,106253,5.0,338800.0,6205.0,1456.0,93600.0,314924.0
13,39,106254,2.0,186100.0,4745.0,0.0,0.0,179966.0
13,39,106255,5.0,284000.0,4380.0,0.0,72800.0,268652.0
13,39,106256,3.0,329200.0,3650.0,24.0,27000.0,302688.0
13,39,106257,5.0,335000.0,2912.0,364.0,40930.0,343294.0
13,39,106258,9.0,815520.0,17520.0,7300.0,70000.0,738137.0
13,39,106259,5.5,374950.0,19026.0,0.0,18200.0,362321.0
13,39,106260,2.5,157531.0,912.0,0.0,15840.0,160673.0
13,39,106261,5.5,208800.0,1096.0,0.0,22600.0,218174.0
13,39,106262,1.0,399960.0,867.0,0.0,10200.0,221073.0
13,39,106263,6.0,658479.0,3540.0,0.0,53300.0,439215.0
13,39,106264,3.0,455660.0,3300.0,0.0,28300.0,312782.0
13,39,106265,6.0,1168494.0,2015.0,0.0,61800.0,841079.0
13,39,106266,2.0,373400.0,886.0,0.0,41600.0,218530.0
13,39,106267,4.0,314120.0,1096.0,0.0,26194.0,281227.0
13,39,106268,3.0,357900.0,810.0,0.0,42700.0,230958.0
13,39,106269,1.0,72626.0,916.0,0.0,17900.0,59102.0
13,39,106270,3.0,307414.0,3120.0,0.0,24100.0,237223.0
13,39,106271,4.0,329350.0,912.0,0.0,46350.0,250250.2
13,39,106272,3.0,557260.0,1065.0,0.0,44920.0,366917.5
13,39,106273,5.0,395750.0,540.0,0.0,42300.0,278980.0
13,39,106274,4.5,747214.0,5640.0,0.0,76250.0,379270.0
13,39,106275,2.5,471032.0,1652.0,0.0,36720.0,338878.0
13,39,106276,4.0,380300.0,1554.0,0.0,45030.0,278468.0
13,39,106277,2.0,107637.0,1006.0,0.0,16380.0,101669.0
13,39,106278,7.0,683030.0,1560.0,0.0,205200.0,621017.0
13,39,106279,4.0,434780.0,5055.0,0.0,48100.0,292889.0
13,39,106280,4.0,724921.0,984.0,0.0,74750.0,496950.0
13,39,106281,5.0,254421.0,2180.0,0.0,21900.0,262375.0
13,39,106282,3.0,483501.0,1816.0,0.0,45200.0,343279.0
13,39,106283,2.0,445054.0,1140.0,0.0,43600.0,338717.0
13,39,106284,4.5,415134.0,1710.0,0.0,44200.0,412329.0
13,39,106285,9.0,815814.0,10248.0,0.0,129400.0,743737.0
13,39,106286,6.0,363921.0,728.0,0.0,14300.0,331547.5
13,39,106287,7.5,690089.6,2400.0,2576.0,61600.0,525372.6
13,39,106288,3.0,202000.0,543.0,0.0,22100.0,220780.0
13,39,106289,4.0,336101.0,2898.0,0.0,61100.0,310366.0
13,39,106290,4.5,293369.0,5473.0,0.0,0.0,314788.0
13,39,106291,2.5,457404.0,3952.0,0.0,23630.0,350540.0
13,39,106292,6.0,395381.0,2392.0,0.0,31200.0,316975.0
13,39,106293,4.5,720681.0,8425.0,0.0,29080.0,521045.5
13,39,106294,5.0,262681.0,5430.0,0.0,66820.0,254579.0
13,39,106295,3.0,428679.0,5257.0,0.0,34860.0,391941.0
13,39,106296,3.0,350146.0,5068.0,600.0,23100.0,270933.0
13,39,106297,1.0,401350.2,750.0,0.0,1000.0,335340.2
13,39,106298,2.0,156342.7,714.0,0.0,2000.0,155497.7
13,39,106299,4.5,285846.0,10220.0,1820.0,32300.0,283661.0
13,39,106300,14.0,1036304.0,7488.0,2600.0,296800.0,895189.1
13,39,106301,4.0,512236.0,4264.0,1404.0,24600.0,358632.1
13,39,106302,3.0,227046.0,540.0,3120.0,81400.0,222679.0
13,39,106303,5.5,641517.0,928.0,640.0,107000.0,585224.5
13,39,106304,4.5,675728.0,5292.0,600.0,138200.0,483540.0
13,39,106305,5.5,835355.0,6423.0,1630.0,82000.0,722844.0
13,39,106306,7.0,2227400.0,9691.0,2028.0,139200.0,1821844.0
13,39,106307,3.0,600478.0,2213.899902,4826.0,82600.0,449218.35
13,39,106308,10.0,655936.0,8272.5,400.0,115000.0,626033.1
13,39,106309,6.0,619126.0,21374.0,480.0,105200.0,620137.0
13,39,106310,3.0,1028231.0,2184.0,1670.0,70000.0,862532.0
13,39,106311,6.0,624211.9,2484.0,3120.0,69500.0,569451.85
13,39,106312,6.0,337964.8,1911.0,87.0,70100.0,336102.45
13,39,106313,2.5,242600.0,5572.0,1810.0,14000.0,263070.15
13,39,106314,2.0,780000.0,980.0,714.0,58200.0,433455.45
13,39,106315,4.5,738490.0,8474.0,2250.0,40000.0,1151513.05
13,39,106316,4.0,189721.0,2184.0,480.0,25400.0,221491.5
13,39,106317,8.0,871711.0,2828.0,1133.099976,126500.0,778629.95
13,39,106318,4.5,465786.0,5291.0,1810.0,81400.0,369904.0
13,39,106319,3.0,434788.0,1006.0,1810.0,36547.0,607660.85
13,39,106320,2.0,703096.0,1690.0,780.0,60400.0,730198.2
13,39,106321,4.0,493986.0,6356.0,1596.0,22500.0,430522.0
13,39,106322,4.5,627654.0,4525.0,0.0,27900.0,406313.0
13,39,106323,3.0,832814.0,7692.0,0.0,69900.0,352856.0
13,39,106324,3.0,947921.0,2942.0,0.0,54700.0,620695.0
13,39,106325,5.0,841140.0,5981.0,0.0,65200.0,533824.0
13,39,106326,9.5,642612.0,5070.0,0.0,35060.0,630612.0
